exec_entity_id,type,json_value,string_value
1141693,hq_address,,Norway
1141693,industry_tags,"[""Value Added Resellers (VARs)"",""Managed Services"",""IT Distributors""]",
1141693,scale,,Large Cap
1141693,sectors,"[""Technology & Telecoms""]",
1141693,sub_sectors,"[""IT Services""]",
1141886,hq_address,,Norway
1141886,industry_tags,"[""Value Added Resellers (VARs)"",""Managed Services"",""IT Distributors""]",
1141886,scale,,Large Cap
1141886,sectors,"[""Technology & Telecoms""]",
1141886,sub_sectors,"[""IT Services""]",
1027594,hq_address,,Germany
1027594,hq_address,,Germany
1027594,hq_address,,Germany
1027594,hq_address,,Germany
1027594,industry_tags,"[""Financial Services Software"",""ERP, HCM, Accounting, and Tax Software"",""Supply Chain & Transportation Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Utilities and Telecoms Software"",""Regtech, GRC, and EHS Software"",""Public Sector and Education Software"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software"",""Application Development"",""Industrial and Built Environment Software""]",
1027594,scale,,Very Large Cap
1027594,sectors,"[""Technology & Telecoms""]",
1027594,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1097639,hq_address,,Norway
1097639,industry_tags,"[""Value Added Resellers (VARs)"",""Managed Services"",""IT Distributors""]",
1097639,scale,,Large Cap
1097639,sectors,"[""Technology & Telecoms""]",
1097639,sub_sectors,"[""IT Services""]",
1215117,industry_tags,"[""SME Banking and Lending""]",
1215117,scale,,Very Large Cap
1215117,sectors,"[""Financial Services""]",
1215117,sub_sectors,"[""Banking""]",
1230899,hq_address,,United States
1230899,industry_tags,"[""Enterprise Automation Software"",""Business Productivity Software""]",
1230899,scale,,Large Cap
1230899,sectors,"[""Technology & Telecoms""]",
1230899,sub_sectors,"[""Software""]",
1192229,industry_tags,"[""Financial Services Software""]",
1192229,scale,,Large Cap
1192229,sectors,"[""Technology & Telecoms""]",
1192229,sub_sectors,"[""Software""]",
1046946,hq_address,,France
1046946,hq_address,,France
1046946,industry_tags,"[""IT Distributors"",""Value Added Resellers (VARs)""]",
1046946,scale,,Very Large Cap
1046946,sectors,"[""Technology & Telecoms""]",
1046946,sub_sectors,"[""IT Services""]",
1226519,hq_address,,Sweden
1226519,scale,,Small Cap
1157556,hq_address,,United States
1157556,hq_address,,United States
1157556,industry_tags,"[""Financial Services Software"",""ERP, HCM, Accounting, and Tax Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Utilities and Telecoms Software"",""Regtech, GRC, and EHS Software"",""Managed Services"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""IT Hardware Components"",""IT Hardware OEMs"",""Legal and Professional Services Software"",""Systems Integrators"",""Application Development""]",
1157556,scale,,Very Large Cap
1157556,sectors,"[""Technology & Telecoms""]",
1157556,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1213923,industry_tags,"[""Property and Casualty Insurance"",""Life Insurance""]",
1213923,scale,,Very Large Cap
1213923,sectors,"[""Financial Services""]",
1213923,sub_sectors,"[""Insurance""]",
1233433,hq_address,,Germany
1233433,scale,,Small Cap
1234205,hq_address,,
1234205,scale,,Small Cap
1228384,hq_address,,Norway
1228384,industry_tags,"[""Managed Services"",""Testing and Regulatory Compliance"",""Supply Chain & Transportation Software"",""Assurance \/ Control"",""Certification"",""Inspection"",""Regtech, GRC, and EHS Software""]",
1228384,scale,,Very Large Cap
1228384,sectors,"[""Technology & Telecoms"",""Business Services""]",
1228384,sub_sectors,"[""Software"",""TIC & Compliance"",""IT Services""]",
1462733,hq_address,,United States
1462733,industry_tags,"[""Managed Services""]",
1462733,scale,,Very Large Cap
1462733,sectors,"[""Technology & Telecoms""]",
1462733,sub_sectors,"[""IT Services""]",
1228364,hq_address,,India
1228364,industry_tags,"[""Managed Services"",""Consulting"",""Testing and Regulatory Compliance"",""Application Development"",""Systems Integrators"",""Financial Services Software"",""Healthcare Data and Analytics"",""Utilities and Telecoms Software""]",
1228364,scale,,Very Large Cap
1228364,sectors,"[""Technology & Telecoms"",""Business Services""]",
1228364,sub_sectors,"[""Software"",""Professional Services and BPO"",""IT Services"",""TIC & Compliance"",""Data & Information Services""]",
1144444,hq_address,,France
1144444,hq_address,,France
1144444,industry_tags,"[""Property and Casualty Insurance"",""Medical and Health Insurance""]",
1144444,scale,,Very Large Cap
1144444,sectors,"[""Financial Services""]",
1144444,sub_sectors,"[""Insurance""]",
1366399,hq_address,,France
1366399,scale,,Small Cap
1054026,hq_address,,United States
1054026,scale,,Small Cap
1082823,hq_address,,
1082823,scale,,Very Large Cap
1117938,scale,,Small Cap
1394601,hq_address,,India
1394601,hq_address,,India
1394601,industry_tags,"[""Managed Services"",""Consulting"",""Testing and Regulatory Compliance"",""Application Development"",""Systems Integrators""]",
1394601,scale,,Very Large Cap
1394601,sectors,"[""Technology & Telecoms"",""Business Services""]",
1394601,sub_sectors,"[""IT Services"",""Professional Services and BPO""]",
1228446,hq_address,,Sweden
1228446,industry_tags,"[""Retail Banking"",""SME Banking and Lending""]",
1228446,scale,,Very Large Cap
1228446,sectors,"[""Financial Services""]",
1228446,sub_sectors,"[""Banking""]",
1228424,industry_tags,"[""Financial Services Software""]",
1228424,scale,,Large Cap
1228424,sectors,"[""Technology & Telecoms""]",
1228424,sub_sectors,"[""Software""]",
1289528,hq_address,,United States
1289528,industry_tags,"[""CRM and Customer Experience (CX) Software"",""Marketing and Content Management Software""]",
1289528,scale,,Large Cap
1289528,sectors,"[""Technology & Telecoms""]",
1289528,sub_sectors,"[""Software""]",
1389079,hq_address,,Israel
1389079,hq_address,,Israel
1389079,scale,,Small Cap
1255194,hq_address,,Netherlands
1255194,industry_tags,"[""Financial Services Software"",""Regtech, GRC, and EHS Software""]",
1255194,scale,,Mid Cap
1255194,sectors,"[""Technology & Telecoms""]",
1255194,sub_sectors,"[""Software""]",
1060617,hq_address,,United Kingdom
1060617,hq_address,,United Kingdom
1060617,industry_tags,"[""Property and Casualty Insurance""]",
1060617,scale,,Very Large Cap
1060617,sectors,"[""Financial Services""]",
1462827,industry_tags,"[""Building Products & Materials""]",
1462827,scale,,Large Cap
1462827,sectors,"[""Industrials & Materials""]",
1462827,sub_sectors,"[""Industrial Products""]",
1161666,hq_address,,United Kingdom
1161666,industry_tags,"[""Landscaping and Grounds"",""Waste Management"",""Installation, Maintenance and Technical Services"",""Energy Management Services"",""Environmental Services""]",
1161666,scale,,Very Large Cap
1161666,sectors,"[""Business Services""]",
1161666,sub_sectors,"[""Facilities Management"",""Industrial Services""]",
1064835,hq_address,,United Kingdom
1064835,industry_tags,"[""Water and Wastewater Infrastructure Services"",""Energy Infrastructure Services""]",
1064835,scale,,Mid Cap
1064835,sectors,"[""Business Services""]",
1064835,sub_sectors,"[""Infrastructure Services""]",
1151707,hq_address,,United Kingdom
1151707,industry_tags,"[""Engineering and Construction""]",
1151707,scale,,Mid Cap
1151707,sectors,"[""Business Services""]",
1151707,sub_sectors,"[""Industrial Services""]",
1230035,hq_address,,United Kingdom
1230035,industry_tags,"[""Midstream Oil and Gas"",""Downstream Oil and Gas""]",
1230035,scale,,Very Large Cap
1230035,sectors,"[""Energy & Resources""]",
1230035,sub_sectors,"[""Oil and Gas""]",
1161232,hq_address,,United Kingdom
1161232,industry_tags,"[""Landscaping and Grounds"",""Waste Management"",""Installation, Maintenance and Technical Services"",""Energy Management Services"",""Environmental Services""]",
1161232,scale,,Very Large Cap
1161232,sectors,"[""Business Services""]",
1161232,sub_sectors,"[""Facilities Management"",""Industrial Services""]",
1137255,hq_address,,United Kingdom
1137255,scale,,Large Cap
1416189,hq_address,,France
1416189,industry_tags,"[""Managed Services"",""Testing and Regulatory Compliance"",""Application Development"",""Systems Integrators"",""Healthcare Data and Analytics"",""Tech & IT Infrastructure Software""]",
1416189,scale,,Very Large Cap
1416189,sectors,"[""Technology & Telecoms"",""Business Services""]",
1416189,sub_sectors,"[""IT Services"",""TIC & Compliance"",""Data & Information Services"",""Software""]",
1194533,hq_address,,United Kingdom
1194533,scale,,Mid Cap
1157971,hq_address,,United States
1157971,industry_tags,"[""Application Development"",""Managed Services"",""Systems Integrators"",""Financial Services Software"",""Public Sector and Education Software""]",
1157971,scale,,Large Cap
1157971,sectors,"[""Technology & Telecoms""]",
1157971,sub_sectors,"[""IT Services"",""Software""]",
1127662,hq_address,,United States
1127662,industry_tags,"[""Tech & IT Infrastructure Software""]",
1127662,scale,,Large Cap
1127662,sectors,"[""Technology & Telecoms""]",
1127662,sub_sectors,"[""Software""]",
1351702,hq_address,,United States
1351702,industry_tags,"[""Marketing and Content Management Software""]",
1351702,scale,,Very Large Cap
1351702,sectors,"[""Technology & Telecoms""]",
1351702,sub_sectors,"[""Software""]",
1185963,hq_address,,United States
1185963,hq_address,,United States
1185963,industry_tags,"[""Cybersecurity Software"",""Utilities and Telecoms Software""]",
1185963,scale,,Very Large Cap
1185963,sectors,"[""Technology & Telecoms""]",
1185963,sub_sectors,"[""Software""]",
1027126,hq_address,,United States
1027126,industry_tags,"[""Cybersecurity Software"",""Financial Services Software""]",
1027126,scale,,Mid Cap
1027126,sectors,"[""Technology & Telecoms""]",
1027126,sub_sectors,"[""Software""]",
1184704,hq_address,,United States
1184704,scale,,Small Cap
1425617,hq_address,,United States
1425617,scale,,Very Large Cap
1104280,hq_address,,United States
1104280,scale,,Small Cap
1418717,hq_address,,Denmark
1418717,scale,,Small Cap
1122405,industry_tags,"[""Cybersecurity Software""]",
1122405,scale,,Small Cap
1122405,sectors,"[""Technology & Telecoms""]",
1122405,sub_sectors,"[""Software""]",
1200896,hq_address,,United States
1200896,hq_address,,United States
1200896,industry_tags,"[""Cybersecurity Software""]",
1200896,scale,,Very Large Cap
1200896,sectors,"[""Technology & Telecoms""]",
1200896,sub_sectors,"[""Software""]",
1374723,hq_address,,United States
1227614,hq_address,,Switzerland
1227614,scale,,Mid Cap
1213584,hq_address,,France
1213584,industry_tags,"[""Installation, Maintenance and Technical Services""]",
1213584,scale,,Small Cap
1213584,sectors,"[""Business Services""]",
1213584,sub_sectors,"[""Facilities Management""]",
1223076,scale,,Small Cap
1056007,hq_address,,
1056007,industry_tags,"[""Wealth Management"",""Retail Banking""]",
1056007,scale,,Very Large Cap
1056007,sectors,"[""Financial Services""]",
1056007,sub_sectors,"[""Asset and Wealth Management"",""Banking""]",
1421419,scale,,TBC
1224842,hq_address,,Italy
1224842,scale,,Mid Cap
1215109,hq_address,,United States
1215109,industry_tags,"[""Managed Services"",""Equipment Rental & Leasing""]",
1215109,scale,,Mid Cap
1215109,sectors,"[""Technology & Telecoms"",""Business Services""]",
1215109,sub_sectors,"[""IT Services"",""Asset Leasing and Rental Services""]",
1216273,industry_tags,"[""Value Added Resellers (VARs)"",""Application Development""]",
1216273,scale,,Large Cap
1216273,sectors,"[""Technology & Telecoms""]",
1216273,sub_sectors,"[""IT Services""]",
1057940,scale,,Large Cap
1080360,hq_address,,Netherlands
1080360,scale,,Small Cap
1309549,hq_address,,Norway
1309549,scale,,TBC
1375255,hq_address,,Norway
1375255,industry_tags,"[""Industrial and Built Environment Software""]",
1375255,scale,,Small Cap
1375255,sectors,"[""Technology & Telecoms""]",
1375255,sub_sectors,"[""Software""]",
1287943,hq_address,,United States
1287943,industry_tags,"[""Financial Services Software""]",
1287943,scale,,Very Large Cap
1287943,sectors,"[""Technology & Telecoms""]",
1287943,sub_sectors,"[""Software""]",
1392327,hq_address,,United States
1392327,hq_address,,United States
1392327,industry_tags,"[""Other Information Services""]",
1392327,scale,,Very Large Cap
1392327,sectors,"[""Business Services""]",
1392327,sub_sectors,"[""Data & Information Services""]",
1129798,hq_address,,United States
1129798,industry_tags,"[""Managed Services"",""Database, Data Management, and Analytics Software"",""Tech & IT Infrastructure Software""]",
1129798,scale,,Very Large Cap
1129798,sectors,"[""Technology & Telecoms""]",
1129798,sub_sectors,"[""IT Services"",""Software""]",
1319570,hq_address,,Sweden
1319570,scale,,TBC
1139746,hq_address,,
1139746,scale,,Very Small Cap
1082461,hq_address,,United States
1082461,hq_address,,United States
1082461,industry_tags,"[""Systems Integrators"",""Managed Services"",""Application Development"",""Healthcare Software"",""Healthcare Data and Analytics"",""Consulting""]",
1082461,scale,,Very Large Cap
1082461,sectors,"[""Technology & Telecoms"",""Business Services""]",
1082461,sub_sectors,"[""IT Services"",""Software"",""Data & Information Services"",""Professional Services and BPO""]",
1228352,hq_address,,Norway
1228352,industry_tags,"[""Managed Services"",""Testing and Regulatory Compliance"",""Supply Chain & Transportation Software"",""Assurance \/ Control"",""Certification"",""Inspection"",""Regtech, GRC, and EHS Software""]",
1228352,scale,,Very Large Cap
1228352,sectors,"[""Technology & Telecoms"",""Business Services""]",
1228352,sub_sectors,"[""Software"",""TIC & Compliance"",""IT Services""]",
1046760,hq_address,,
1046760,scale,,Mid Cap
1228564,industry_tags,"[""Property and Casualty Insurance""]",
1228564,scale,,Very Large Cap
1228564,sectors,"[""Financial Services""]",
1228564,sub_sectors,"[""Insurance""]",
1164595,hq_address,,United States
1164595,hq_address,,United States
1164595,hq_address,,United States
1164595,hq_address,,United States
1164595,industry_tags,"[""Financial Services Software"",""Regtech, GRC, and EHS Software"",""Payments""]",
1164595,scale,,Very Large Cap
1164595,sectors,"[""Technology & Telecoms"",""Financial Services""]",
1164595,sub_sectors,"[""Banking"",""Software""]",
3791352,hq_address,,Germany
3791352,scale,,Small Cap
1114084,hq_address,,United States
1114084,industry_tags,"[""Financial Data and Analytics"",""Other Information Services"",""Financial Services Software"",""Legal and Regulatory Data""]",
1114084,scale,,Very Large Cap
1114084,sectors,"[""Technology & Telecoms"",""Business Services""]",
1114084,sub_sectors,"[""Software"",""Data & Information Services""]",
1330234,industry_tags,"[""Property and Casualty Insurance"",""Consumer Marketplaces""]",
1330234,scale,,Large Cap
1330234,sectors,"[""Financial Services""]",
1330234,sub_sectors,"[""Insurance""]",
1183626,hq_address,,
1183626,scale,,TBC
1152838,hq_address,,Sweden
1152838,industry_tags,"[""Retail Banking"",""SME Banking and Lending""]",
1152838,scale,,Very Large Cap
1152838,sectors,"[""Financial Services""]",
1152838,sub_sectors,"[""Banking""]",
1155281,hq_address,,Norway
1155281,industry_tags,"[""Managed Services"",""Testing and Regulatory Compliance"",""Supply Chain & Transportation Software"",""Assurance \/ Control"",""Certification"",""Inspection"",""Regtech, GRC, and EHS Software""]",
1155281,scale,,Very Large Cap
1155281,sectors,"[""Technology & Telecoms"",""Business Services""]",
1155281,sub_sectors,"[""Software"",""TIC & Compliance"",""IT Services""]",
1025987,hq_address,,India
1025987,industry_tags,"[""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Financial Services Software""]",
1025987,scale,,Large Cap
1025987,sectors,"[""Technology & Telecoms""]",
1025987,sub_sectors,"[""Software""]",
1419863,hq_address,,United States
1419863,industry_tags,"[""Sales, Marketing & PR Services""]",
1419863,scale,,Large Cap
1419863,sectors,"[""Business Services""]",
1419863,sub_sectors,"[""Professional Services and BPO""]",
1176155,hq_address,,Ireland
1176155,industry_tags,"[""Managed Services"",""IoT Devices and Robotics"",""Testing and Regulatory Compliance"",""Assurance \/ Control"",""Consulting"",""Healthcare Data and Analytics"",""Application Development""]",
1176155,scale,,Very Large Cap
1176155,sectors,"[""Business Services"",""Technology & Telecoms""]",
1176155,sub_sectors,"[""TIC & Compliance"",""Data & Information Services"",""Professional Services and BPO"",""IT Hardware"",""IT Services""]",
1099007,hq_address,,United States
1099007,industry_tags,"[""Marketing and Content Management Software"",""IT Hardware OEMs""]",
1099007,scale,,Very Large Cap
1099007,sectors,"[""Technology & Telecoms""]",
1099007,sub_sectors,"[""IT Hardware"",""Software""]",
1290866,hq_address,,Germany
1290866,hq_address,,Germany
1290866,industry_tags,"[""Payments""]",
1290866,scale,,Large Cap
1290866,sectors,"[""Financial Services""]",
1290866,sub_sectors,"[""Banking""]",
1216087,hq_address,,France
1216087,hq_address,,France
1216087,industry_tags,"[""Property and Casualty Insurance"",""Medical and Health Insurance""]",
1216087,scale,,Very Large Cap
1216087,sectors,"[""Financial Services""]",
1216087,sub_sectors,"[""Insurance""]",
1089299,scale,,Large Cap
1089299,sectors,"[""Financial Services""]",
1111309,hq_address,,Sweden
1111309,industry_tags,"[""Database, Data Management, and Analytics Software""]",
1111309,scale,,Small Cap
1111309,sectors,"[""Technology & Telecoms""]",
1111309,sub_sectors,"[""Software""]",
1233581,hq_address,,United Kingdom
1233581,industry_tags,"[""Property and Casualty Insurance""]",
1233581,scale,,Very Large Cap
1233581,sectors,"[""Financial Services""]",
1233581,sub_sectors,"[""Insurance""]",
1186545,hq_address,,Ireland
1186545,industry_tags,"[""Managed Services"",""IoT Devices and Robotics"",""Testing and Regulatory Compliance"",""Assurance \/ Control"",""Consulting"",""Healthcare Data and Analytics"",""Application Development""]",
1186545,scale,,Very Large Cap
1186545,sectors,"[""Business Services"",""Technology & Telecoms""]",
1186545,sub_sectors,"[""TIC & Compliance"",""Data & Information Services"",""Professional Services and BPO"",""IT Hardware"",""IT Services""]",
1360227,hq_address,,United States
1360227,industry_tags,"[""Consumer Data and Loyalty"",""CRM and Customer Experience (CX) Software"",""Other Information Services"",""Market Research""]",
1360227,scale,,Very Large Cap
1360227,sectors,"[""Business Services"",""Technology & Telecoms""]",
1360227,sub_sectors,"[""Software"",""Data & Information Services""]",
1207090,hq_address,,Denmark
1207090,hq_address,,Denmark
1207090,industry_tags,"[""Cleaning"",""Catering and Food Services"",""Integrated Facilities Management (IFM)"",""Laundry and Supplies"",""Security"",""Installation, Maintenance and Technical Services"",""Landscaping and Grounds"",""Waste Management"",""Energy Management Services""]",
1207090,scale,,Very Large Cap
1207090,sectors,"[""Business Services""]",
1207090,sub_sectors,"[""Facilities Management"",""Industrial Services""]",
1233481,hq_address,,
1233481,industry_tags,"[""Life Insurance""]",
1233481,scale,,Small Cap
1233481,sectors,"[""Financial Services""]",
1233481,sub_sectors,"[""Insurance""]",
1194429,industry_tags,"[""Installation, Maintenance and Technical Services""]",
1194429,scale,,Mid Cap
1194429,sectors,"[""Business Services""]",
1194429,sub_sectors,"[""Facilities Management""]",
1231633,hq_address,,United States
1231633,scale,,Small Cap
1186091,industry_tags,"[""Cybersecurity Software"",""Consumer \/ Prosumer Software""]",
1186091,scale,,Very Large Cap
1186091,sectors,"[""Technology & Telecoms""]",
1186091,sub_sectors,"[""Software""]",
1231641,hq_address,,United States
1231641,industry_tags,"[""Cybersecurity Software""]",
1231641,scale,,Mid Cap
1231641,sectors,"[""Technology & Telecoms""]",
1231641,sub_sectors,"[""Software""]",
1231657,hq_address,,United States
1231657,scale,,Small Cap
1231721,hq_address,,Netherlands
1231721,scale,,Small Cap
1468705,hq_address,,
1468705,scale,,TBC
1240901,hq_address,,Germany
1240901,hq_address,,Germany
1240901,industry_tags,"[""Cybersecurity Software""]",
1240901,scale,,Mid Cap
1240901,sectors,"[""Technology & Telecoms""]",
1240901,sub_sectors,"[""Software""]",
1157668,hq_address,,
1157668,scale,,TBC
1128023,hq_address,,Switzerland
1128023,hq_address,,Switzerland
1128023,industry_tags,"[""IoT Devices and Robotics"",""IT Hardware OEMs"",""Utilities and Telecoms Software"",""Tools, Instruments and Controls"",""Energy Management Services"",""Supply Chain & Transportation Software"",""Cybersecurity Software"",""IT Hardware Components"",""Industrial Machinery and Equipment""]",
1128023,scale,,Very Large Cap
1128023,sectors,"[""Technology & Telecoms"",""Industrials & Materials"",""Business Services""]",
1128023,sub_sectors,"[""IT Hardware"",""Software"",""Industrial Products"",""Industrial Services"",""Capital Equipment""]",
1326935,hq_address,,United Kingdom
1326935,hq_address,,United Kingdom
1326935,industry_tags,"[""Life Insurance""]",
1326935,scale,,Very Large Cap
1326935,sectors,"[""Financial Services""]",
1326935,sub_sectors,"[""Insurance""]",
1231735,hq_address,,France
1231735,scale,,Small Cap
1105943,hq_address,,United States
1105943,scale,,TBC
1353681,scale,,Small Cap
1114360,hq_address,,United States
1114360,industry_tags,"[""Cybersecurity Software"",""Business Productivity Software""]",
1114360,scale,,Large Cap
1114360,sectors,"[""Technology & Telecoms""]",
1114360,sub_sectors,"[""Software""]",
1374723,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1374723,scale,,Large Cap
1374723,sectors,"[""Technology & Telecoms""]",
1374723,sub_sectors,"[""Software""]",
1231839,industry_tags,"[""Business Productivity Software""]",
1231839,scale,,Small Cap
1231839,sectors,"[""Technology & Telecoms""]",
1231839,sub_sectors,"[""Software""]",
1081717,hq_address,,United Kingdom
1081717,hq_address,,United Kingdom
1081717,industry_tags,"[""Life Insurance""]",
1081717,scale,,Very Large Cap
1081717,sectors,"[""Financial Services""]",
1081717,sub_sectors,"[""Insurance""]",
1394283,hq_address,,United States
1394283,hq_address,,United States
1394283,hq_address,,United States
1394283,hq_address,,United States
1394283,industry_tags,"[""Legal and Professional Services Software""]",
1394283,scale,,Mid Cap
1394283,sectors,"[""Technology & Telecoms""]",
1394283,sub_sectors,"[""Software""]",
1073416,hq_address,,United States
1073416,scale,,TBC
1195125,hq_address,,United States
1195125,industry_tags,"[""Cybersecurity Software""]",
1195125,scale,,Large Cap
1195125,sectors,"[""Technology & Telecoms""]",
1195125,sub_sectors,"[""Software""]",
1194771,hq_address,,United States
1194771,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194771,scale,,Very Large Cap
1194771,sectors,"[""Technology & Telecoms""]",
1194771,sub_sectors,"[""Software""]",
1194801,hq_address,,United States
1194801,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194801,scale,,Very Large Cap
1194801,sectors,"[""Technology & Telecoms""]",
1194801,sub_sectors,"[""Software""]",
1026429,hq_address,,United States
1026429,industry_tags,"[""Cybersecurity Software"",""Consumer \/ Prosumer Software"",""Managed Services""]",
1026429,scale,,Very Large Cap
1026429,sectors,"[""Technology & Telecoms""]",
1026429,sub_sectors,"[""IT Services"",""Software""]",
1468889,hq_address,,Canada
1468889,industry_tags,"[""Supply Chain & Transportation Software"",""Database, Data Management, and Analytics Software""]",
1468889,scale,,Very Large Cap
1468889,sectors,"[""Technology & Telecoms""]",
1468889,sub_sectors,"[""Software""]",
1030683,hq_address,,United States
1030683,industry_tags,"[""ERP, HCM, Accounting, and Tax Software""]",
1030683,scale,,Large Cap
1030683,sectors,"[""Technology & Telecoms""]",
1030683,sub_sectors,"[""Software""]",
1036783,hq_address,,United Kingdom
1036783,scale,,Mid Cap
1036783,sectors,"[""Technology & Telecoms""]",
1036783,sub_sectors,"[""Telecoms""]",
1194785,hq_address,,United States
1194785,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194785,scale,,Very Large Cap
1194785,sectors,"[""Technology & Telecoms""]",
1194785,sub_sectors,"[""Software""]",
1259967,hq_address,,United States
1259967,industry_tags,"[""Database, Data Management, and Analytics Software"",""Tech & IT Infrastructure Software""]",
1259967,scale,,Large Cap
1259967,sectors,"[""Technology & Telecoms""]",
1259967,sub_sectors,"[""Software""]",
1052087,hq_address,,United States
1052087,scale,,TBC
1194779,hq_address,,United States
1194779,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194779,scale,,Very Large Cap
1194779,sectors,"[""Technology & Telecoms""]",
1194779,sub_sectors,"[""Software""]",
1231991,hq_address,,United States
1231991,industry_tags,"[""Supply Chain & Transportation Software"",""Database, Data Management, and Analytics Software""]",
1231991,scale,,Small Cap
1231991,sectors,"[""Technology & Telecoms""]",
1231991,sub_sectors,"[""Software""]",
1212338,hq_address,,United States
1212338,industry_tags,"[""Legal and Professional Services Software""]",
1212338,scale,,Large Cap
1212338,sectors,"[""Technology & Telecoms""]",
1212338,sub_sectors,"[""Software""]",
1069404,hq_address,,United States
1069404,industry_tags,"[""Cybersecurity Software""]",
1069404,scale,,Mid Cap
1069404,sectors,"[""Technology & Telecoms""]",
1069404,sub_sectors,"[""Software""]",
1152161,industry_tags,"[""Public Sector and Education Software"",""Professional Learning""]",
1152161,scale,,Large Cap
1152161,sectors,"[""Technology & Telecoms""]",
1152161,sub_sectors,"[""Software""]",
1194781,hq_address,,United States
1194781,industry_tags,"[""Business Productivity Software"",""Legal and Professional Services Software"",""Marketing and Content Management Software"",""Database, Data Management, and Analytics Software""]",
1194781,scale,,Very Large Cap
1194781,sectors,"[""Technology & Telecoms""]",
1194781,sub_sectors,"[""Software""]",
1066201,hq_address,,United States
1066201,hq_address,,United States
1066201,industry_tags,"[""Public Sector and Education Software""]",
1066201,scale,,Very Large Cap
1066201,sectors,"[""Technology & Telecoms""]",
1066201,sub_sectors,"[""Software""]",
1167586,hq_address,,Germany
1167586,industry_tags,"[""Legal and Professional Services Software"",""Business Productivity Software"",""Marketing and Content Management Software"",""Procurement and Accounts Receivable Software""]",
1167586,scale,,Mid Cap
1167586,sectors,"[""Technology & Telecoms""]",
1167586,sub_sectors,"[""Software""]",
1211176,hq_address,,United Kingdom
1211176,industry_tags,"[""Consumer Lending and Cards""]",
1211176,scale,,Large Cap
1211176,sectors,"[""Financial Services""]",
1211176,sub_sectors,"[""Banking""]",
1167584,hq_address,,Germany
1167584,industry_tags,"[""Legal and Professional Services Software"",""Business Productivity Software"",""Marketing and Content Management Software"",""Procurement and Accounts Receivable Software""]",
1167584,scale,,Mid Cap
1167584,sectors,"[""Technology & Telecoms""]",
1167584,sub_sectors,"[""Software""]",
1158283,hq_address,,United Kingdom
1158283,scale,,Small Cap
1242628,hq_address,,United States
1242628,hq_address,,United States
1242628,industry_tags,"[""Financial Services Software""]",
1242628,scale,,Large Cap
1242628,sectors,"[""Technology & Telecoms""]",
1242628,sub_sectors,"[""Software""]",
1396065,scale,,Very Small Cap
1469259,scale,,TBC
1240977,hq_address,,United States
1060617,sub_sectors,"[""Insurance""]",
1233521,scale,,Small Cap
1156787,hq_address,,Ireland
1156787,industry_tags,"[""Managed Services"",""IoT Devices and Robotics"",""Testing and Regulatory Compliance"",""Assurance \/ Control"",""Consulting"",""Healthcare Data and Analytics"",""Application Development""]",
1156787,scale,,Very Large Cap
1156787,sectors,"[""Business Services"",""Technology & Telecoms""]",
1156787,sub_sectors,"[""TIC & Compliance"",""Data & Information Services"",""Professional Services and BPO"",""IT Hardware"",""IT Services""]",
1342336,hq_address,,United States
1342336,industry_tags,"[""Healthcare Software"",""CRM and Customer Experience (CX) Software"",""Enterprise Automation Software"",""Marketing and Content Management Software"",""Managed Services"",""Other Information Services"",""Tech & IT Infrastructure Software""]",
1342336,scale,,Very Large Cap
1342336,sectors,"[""Business Services"",""Technology & Telecoms""]",
1342336,sub_sectors,"[""Software"",""Data & Information Services"",""IT Services""]",
1176361,hq_address,,Norway
1176361,industry_tags,"[""Managed Services"",""Testing and Regulatory Compliance"",""Supply Chain & Transportation Software"",""Assurance \/ Control"",""Certification"",""Inspection"",""Regtech, GRC, and EHS Software""]",
1176361,scale,,Very Large Cap
1176361,sectors,"[""Technology & Telecoms"",""Business Services""]",
1176361,sub_sectors,"[""Software"",""TIC & Compliance"",""IT Services""]",
1035423,industry_tags,"[""Waste-to-Energy (WtE)""]",
1035423,scale,,Large Cap
1035423,sectors,"[""Energy & Resources""]",
1035423,sub_sectors,"[""Power""]",
1082965,hq_address,,United Kingdom
1082965,industry_tags,"[""Transportation Infrastructure Services""]",
1082965,scale,,Large Cap
